timestamp_ms,raw_ax,raw_ay,raw_az,raw_gx,raw_gy,raw_gz,filtered_ax,filtered_ay,filtered_az,filtered_gx,filtered_gy,filtered_gz,roll_deg,pitch_deg,yaw_deg,qx,qy,qz,qw,filter_method
133892,-0.115,-0.484,9.847,0.007,0.048,0.007,-0.115,-0.484,9.847,0.007,0.048,0.007,-0.8917416146652279,14.531315315577821,6.881745514245515,-0.015295743448031784,0.12577493942906776,0.06051713643339423,0.9900931173591141,complementary
133992,-0.101,-0.441,9.799,0.009,0.049,0.007,-0.101,-0.441,9.799,0.009,0.049,0.007,-0.8749296431870358,14.52749264528662,6.921833683993882,-0.015192521866609646,0.12574547687004994,0.060845052095404153,0.9900783514255647,complementary
134092,-0.081,-0.464,9.905,0.006,0.047,0.007,-0.081,-0.464,9.905,0.006,0.047,0.007,-0.8773534567973332,14.510420036579717,6.961973011859133,-0.015248679306967147,0.12559132904898568,0.061194527914593864,0.9900755150999406,complementary
134192,-0.12,-0.486,9.878,0.007,0.05,0.005,-0.12,-0.486,9.878,0.007,0.05,0.005,-0.876825460286986,14.514905508494106,6.990625109012203,-0.015277848925379096,0.12562655406488957,0.061441497707953666,0.9900553007814251,complementary
134292,-0.062,-0.445,9.845,0.005,0.046,0.007,-0.062,-0.445,9.845,0.005,0.046,0.007,-0.8829449560738749,14.490371632959851,7.030773425406402,-0.015361918377800744,0.12540590081679517,0.061795101870940304,0.9900599663095372,complementary
134392,-0.077,-0.462,9.823,0.006,0.047,0.007,-0.077,-0.462,9.823,0.006,0.047,0.007,-0.8855117657808527,14.47295752491991,7.070806994622544,-0.015418757259545952,0.12524866179912705,0.06214381152316847,0.9900571606384512,complementary
134492,-0.117,-0.417,9.828,0.008,0.047,0.008,-0.117,-0.417,9.828,0.008,0.047,0.008,-0.8714728427715805,14.461015070585592,7.116640733161105,-0.015341243740810084,0.12514695362081885,0.06252448987552413,0.9900472586728973,complementary
134592,-0.055,-0.469,9.895,0.003,0.043,0.005,-0.055,-0.469,9.895,0.003,0.043,0.005,-0.8914301600417271,14.420182565296543,7.145357580507507,-0.015523349253907064,0.12477934152249372,0.06279443561320751,0.9900737348365388,complementary
134692,-0.062,-0.479,9.855,0.005,0.048,0.007,-0.062,-0.479,9.855,0.005,0.048,0.007,-0.9012285171894319,14.408020536031824,7.18539344466721,-0.015645106231996875,0.12466341942180817,0.06315101921687524,0.9900637410191939,complementary
134792,-0.127,-0.474,9.847,0.006,0.049,0.006,-0.127,-0.474,9.847,0.006,0.049,0.006,-0.9046386167173048,14.409663045206223,7.219759322910076,-0.015712835580685924,0.12467102635040073,0.06345164388242533,0.9900424894293023,complementary
134892,-0.081,-0.464,9.852,0.008,0.047,0.006,-0.081,-0.464,9.852,0.008,0.047,0.006,-0.8955321340689572,14.394910441646575,7.254153150287026,-0.015663623643044022,0.12454389678740159,0.06373891252957645,0.9900408171873143,complementary
134992,-0.065,-0.457,9.893,0.007,0.046,0.007,-0.065,-0.457,9.893,0.007,0.046,0.007,-0.8911959433029694,14.372931858172203,7.294277178528537,-0.015657850857369218,0.1243509184515149,0.06408090749623427,0.9900430890023183,complementary
135092,-0.074,-0.455,9.847,0.005,0.047,0.006,-0.074,-0.455,9.847,0.005,0.047,0.006,-0.8982062042473639,14.357989588659745,7.328655924847799,-0.01574758200411745,0.12421316438224124,0.064385565461561,0.9900391923632968,complementary
135192,-0.065,-0.462,9.852,0.006,0.049,0.009,-0.065,-0.462,9.852,0.006,0.049,0.009,-0.9002719863277909,14.35332229216306,7.380185808927718,-0.015818723382948756,0.12416457345687217,0.06483301260442555,0.9900149530009339,complementary
135292,-0.134,-0.457,9.852,0.007,0.049,0.006,-0.134,-0.457,9.852,0.007,0.049,0.006,-0.8960066387970783,14.35742783438233,7.4146219288360085,-0.015821449241360298,0.12419771199259805,0.06512588725865251,0.9899915297054211,complementary
135392,-0.069,-0.453,9.888,0.007,0.047,0.006,-0.069,-0.453,9.888,0.007,0.047,0.006,-0.8913106989296212,14.341707537482984,7.448938957565931,-0.015809365139465122,0.12405982087220782,0.06541732670037413,0.9899897970112718,complementary
135492,-0.122,-0.457,9.871,0.009,0.048,0.007,-0.122,-0.457,9.871,0.009,0.048,0.007,-0.8760042148467955,14.338306216699001,7.489011253954668,-0.01571861825659887,0.12403367987536053,0.06574696515570773,0.9899726803652181,complementary
135592,-0.105,-0.464,9.84,0.007,0.049,0.008,-0.105,-0.464,9.84,0.007,0.049,0.008,-0.8731710542884294,14.33888919858565,7.534848052417977,-0.015744082061738857,0.12403405472609605,0.06613988065780174,0.9899460557701155,complementary
135692,-0.077,-0.445,9.843,0.006,0.048,0.007,-0.077,-0.445,9.843,0.006,0.048,0.007,-0.8737519364389533,14.330870129152476,7.574997420661307,-0.01578803699399596,0.12395891035516247,0.0664874005327129,0.9899314885394037,complementary
135792,-0.117,-0.469,9.883,0.006,0.049,0.006,-0.117,-0.469,9.883,0.006,0.049,0.006,-0.8769656624213827,14.332581313704578,7.609330432033887,-0.015853906861727846,0.12396708561961779,0.06678745875399807,0.9899092133490733,complementary
135892,-0.096,-0.464,9.823,0.007,0.048,0.007,-0.096,-0.464,9.823,0.007,0.048,0.007,-0.8742171908162432,14.326566847137357,7.649427303443257,-0.015870117227834477,0.12391117861534497,0.0671309020124978,0.9898927220604864,complementary
135992,-0.132,-0.448,9.871,0.005,0.047,0.006,-0.132,-0.448,9.871,0.005,0.047,0.006,-0.8805945659002659,14.319538031077917,7.683842686897227,-0.01595840123693168,0.12384192911413876,0.06743513572573627,0.9898792898595775,complementary
136092,-0.132,-0.469,9.898,0.006,0.049,0.007,-0.132,-0.469,9.898,0.006,0.049,0.007,-0.8835462702437615,14.323532154310158,7.723947781854358,-0.016029535806081845,0.12386909650744407,0.06778473571600907,0.9898508627647813,complementary
136192,-0.115,-0.474,9.867,0.006,0.047,0.006,-0.115,-0.474,9.867,0.006,0.047,0.006,-0.8872208381353657,14.314047951296768,7.758291694208854,-0.01609292433914531,0.12378016877682135,0.06808543341675774,0.9898403211428843,complementary
136292,-0.103,-0.45,9.864,0.006,0.05,0.007,-0.103,-0.45,9.864,0.006,0.05,0.007,-0.887983916958169,14.320808206800368,7.798447182301681,-0.016146813532520145,0.1238324672569146,0.06843306863204299,0.9898089288258685,complementary
136392,-0.11,-0.441,9.859,0.007,0.047,0.005,-0.11,-0.441,9.859,0.007,0.047,0.005,-0.8821445253248736,14.311035477603768,7.827091493039097,-0.016121635619772402,0.12374750261617912,0.06867425301676953,0.9898032609735081,complementary
136492,-0.101,-0.462,9.857,0.006,0.047,0.007,-0.101,-0.462,9.857,0.006,0.047,0.007,-0.8844894432121255,14.300365448812675,7.867186069504906,-0.016178938474272764,0.12364826715359963,0.06902318830364747,0.9897904563371769,complementary
136592,-0.093,-0.486,9.864,0.005,0.048,0.006,-0.093,-0.486,9.864,0.005,0.048,0.006,-0.8951593320706228,14.294443507809866,7.901534899595603,-0.016304678317281916,0.1235857998803951,0.06933143088571843,0.9897746512334167,complementary
136692,-0.129,-0.479,9.867,0.007,0.049,0.007,-0.129,-0.479,9.867,0.007,0.049,0.007,-0.8934745846913477,14.299054568118766,7.941700619311806,-0.016336169944764754,0.12362093368330572,0.0696765014490525,0.9897455124690507,complementary
136792,-0.101,-0.467,9.838,0.007,0.05,0.007,-0.101,-0.467,9.838,0.007,0.05,0.007,-0.8906902628032548,14.305300116096133,7.981768612681366,-0.0163590571368787,0.12367086502828702,0.07001951433495182,0.9897146891933277,complementary
136892,-0.108,-0.479,9.862,0.006,0.046,0.006,-0.108,-0.479,9.862,0.006,0.046,0.006,-0.8947949585140732,14.290032426437117,8.016148096661057,-0.01642249992366505,0.12353155094826258,0.07032100185610274,0.9897096615242917,complementary
136992,-0.12,-0.438,9.864,0.006,0.048,0.006,-0.12,-0.438,9.864,0.006,0.048,0.006,-0.894022515018511,14.287937927138719,8.050558808265635,-0.01645166779426412,0.12350899789352082,0.07061738445416707,0.9896908886510869,complementary
137092,-0.103,-0.453,9.821,0.008,0.048,0.008,-0.103,-0.453,9.821,0.008,0.048,0.008,-0.884048902974226,14.283637565050656,8.096384241294164,-0.016412328757980897,0.1234714441812063,0.0710024519181355,0.9896686767591263,complementary
137192,-0.12,-0.46,9.84,0.008,0.048,0.008,-0.12,-0.46,9.84,0.008,0.048,0.008,-0.8749883849981619,14.281358370090416,8.142206505114919,-0.016382069458445718,0.12345082995064635,0.07138845257160485,0.9896439810478245,complementary
137292,-0.115,-0.467,9.857,0.006,0.049,0.007,-0.115,-0.467,9.857,0.006,0.049,0.007,-0.8780229234153953,14.284399946864525,8.18233990437597,-0.016453364762149182,0.12346945597796784,0.0717382860136788,0.9896151769997912,complementary
137392,-0.124,-0.5,9.859,0.007,0.048,0.008,-0.124,-0.5,9.859,0.007,0.048,0.008,-0.8792492065124298,14.282413584662688,8.228140639440461,-0.016512085033403765,0.12344494183095665,0.07213516059734118,0.9895884073642927,complementary
137492,-0.103,-0.474,9.898,0.008,0.049,0.006,-0.103,-0.474,9.898,0.008,0.049,0.006,-0.871593110736814,14.28370294279496,8.262504714513385,-0.016483782007970012,0.12345595955036946,0.0724236547025705,0.9895664329501754,complementary
137592,-0.366,0.34,6.618,0.058,0.163,0.54,-0.366,0.34,6.618,0.058,0.163,0.54,-0.4697816032642704,14.976441926768988,11.356289442470517,-0.0169387101425502,0.1292796769577612,0.0986272124968,0.9865457506773391,complementary
137692,-0.256,-0.503,7.946,-0.045,0.132,-0.247,-0.256,-0.503,7.946,-0.045,0.132,-0.247,-0.7856247141603999,15.455390930085771,9.940190898078518,-0.018417232772724064,0.13336789312817793,0.08676537024708013,0.9870894494145064,complementary
137792,-0.263,-0.385,14.837,0.053,0.058,-0.092,-0.263,-0.385,14.837,0.053,0.058,-0.092,-0.5012223441480087,15.49315230688146,9.411618677457673,-0.015377596652771115,0.13398049618069813,0.08187767328510615,0.9874759757998044,complementary
137892,-0.031,-0.292,9.517,0.006,0.027,0.083,-0.031,-0.292,9.517,0.006,0.027,0.083,-0.4927377187031879,15.338255559835458,9.886015572450027,-0.015744397626543234,0.1325874623495576,0.08596497289062187,0.9873108437604625,complementary
137992,-0.132,-0.685,9.29,0.013,0.04,-0.022,-0.132,-0.685,9.29,0.013,0.04,-0.022,-0.4940043928748361,15.272994389232577,9.759590218913196,-0.015561334910372995,0.13204139843145096,0.08488114379159521,0.9874806860818617,complementary
138092,-0.05,-0.304,9.67,0.009,0.056,0.02,-0.05,-0.304,9.67,0.009,0.056,0.02,-0.469823834069944,15.286513904402762,9.87367814711072,-0.015494431209821892,0.13216045927079295,0.08583550873500721,0.9873833100913847,complementary
138192,-0.177,-0.474,9.922,0.004,0.045,0.0,-0.177,-0.474,9.922,0.004,0.045,0.0,-0.49264245390383327,15.254078099029412,9.87367814711072,-0.015667066749683455,0.13186384738320264,0.08586385895055546,0.987417777082669,complementary
138292,-0.079,-0.464,9.867,0.007,0.049,0.012,-0.079,-0.464,9.867,0.007,0.049,0.012,-0.49725087425425407,15.23385261789434,9.94257235281567,-0.015770991992180138,0.1316766369200653,0.08646406910627395,0.9873887298600229,complementary
138392,-0.168,-0.431,9.831,0.005,0.046,0.004,-0.168,-0.431,9.831,0.005,0.046,0.004,-0.5095136718380592,15.206251635484309,9.965421903740491,-0.01588231505855883,0.13142636463765064,0.08667675586371497,0.9874016420583136,complementary
138492,-0.081,-0.505,9.845,0.008,0.048,0.009,-0.081,-0.505,9.845,0.008,0.048,0.009,-0.5130776547432009,15.181374733793735,10.017048052506572,-0.015953574201767913,0.13120211240003005,0.0871272274557349,0.9873906701037006,complementary
138592,-0.165,-0.383,9.869,0.007,0.049,0.005,-0.165,-0.383,9.869,0.007,0.049,0.005,-0.507954706332463,15.172017799115114,10.045695300225331,-0.01593519319464629,0.1311213938885923,0.08736878807443811,0.9873803444230425,complementary
138692,-0.101,-0.488,9.859,0.007,0.048,0.009,-0.101,-0.488,9.859,0.007,0.048,0.009,-0.5150930835345433,15.15029333986067,10.097351816012463,-0.016039379401426367,0.13092152293377815,0.08782340543363545,0.9873648477635594,complementary
138792,-0.175,-0.421,9.881,0.006,0.048,0.005,-0.175,-0.421,9.881,0.006,0.048,0.005,-0.5198907243093901,15.13706116431792,10.125997561089605,-0.016103411364111427,0.13079979797190286,0.0880765320046227,0.9873573909699498,complementary
138892,-0.093,-0.481,9.766,0.009,0.056,0.009,-0.093,-0.481,9.766,0.009,0.056,0.009,-0.515409657972493,15.159281363023203,10.177501995884676,-0.016140525027575237,0.1309874750215488,0.08851378119304698,0.9872928012389347,complementary
139192,-0.182,-0.505,9.869,0.008,0.046,0.004,-0.182,-0.505,9.869,0.008,0.046,0.004,-0.42894721166481004,15.651896272416261,10.246241839314385,-0.015852452145746643,0.1352881917759318,0.08897159025298672,0.9866761682815797,complementary
139292,-0.091,-0.421,9.847,0.006,0.051,0.011,-0.091,-0.421,9.847,0.006,0.051,0.011,-0.43559195833789,15.636203042219023,10.309355341736053,-0.015972054140355667,0.1351391176111392,0.08952401268905887,0.9866446997424502,complementary
139392,-0.165,-0.484,9.85,0.006,0.047,0.002,-0.165,-0.484,9.85,0.006,0.047,0.002,-0.44946924218701784,15.60635614247999,10.320805907992769,-0.016081970036826185,0.13486965493533998,0.0896411432138966,0.9866691501514897,complementary
139492,-0.096,-0.421,9.876,0.007,0.048,0.011,-0.096,-0.421,9.876,0.007,0.048,0.011,-0.4500647134720986,15.57437727679586,10.383714450097822,-0.016136263794211632,0.13458497087552862,0.09018583634315862,0.9866574996057556,complementary
139592,-0.182,-0.46,9.878,0.007,0.047,0.001,-0.182,-0.46,9.878,0.007,0.047,0.001,-0.4550453705323843,15.54807501212469,10.389448216321128,-0.016165414714735732,0.13435374839781705,0.09024296877655685,0.986683311019777,complementary
139692,-0.105,-0.402,9.857,0.006,0.05,0.013,-0.105,-0.402,9.857,0.006,0.05,0.013,-0.4589965361272229,15.529755414032136,10.463852212686124,-0.016272308184380968,0.13418234237786267,0.09088957165068419,0.9866455274035846,complementary
139792,-0.103,-0.534,9.943,0.005,0.035,0.001,-0.103,-0.534,9.943,0.005,0.035,0.001,-0.48320642970484656,15.427646902130729,10.469584968041433,-0.01640741623630865,0.13328300856837172,0.09097451826890283,0.986757352820415,complementary
139892,-0.148,-0.419,9.845,0.003,0.05,0.013,-0.148,-0.419,9.845,0.003,0.05,0.013,-0.5054236847306742,15.417195277492093,10.544107235962096,-0.016677142432008605,0.1331645403375752,0.09164278130894152,0.9867069872819116,complementary
139992,-0.239,-0.453,10.139,-0.007,0.058,-0.019,-0.239,-0.453,10.139,-0.007,0.058,-0.019,-0.5859295820868557,15.462821033636795,10.434803868938545,-0.017278985810597267,0.1335095684425955,0.09079225592164457,0.9867286344523949,complementary
140092,-0.036,-0.486,9.799,0.013,0.038,0.027,-0.036,-0.486,9.799,0.013,0.038,0.027,-0.5581850450024451,15.370607016036697,10.589116898516918,-0.01714682367680094,0.13271439489040945,0.09209470687626901,0.9867175081004913,complementary
140192,-0.153,-0.393,9.764,0.012,0.058,-0.011,-0.153,-0.393,9.764,0.012,0.058,-0.011,-0.5258821370078318,15.406088166880979,10.526230144715317,-0.01682377896131473,0.13305515247767,0.0915133735378472,0.9867312649978854,complementary
140292,-0.716,-0.563,9.756,-0.125,-0.059,0.015,-0.716,-0.563,9.756,-0.125,-0.059,0.015,-1.283872035495316,14.850135653887264,10.612266349387815,-0.02301213428697179,0.12764021162037914,0.093137609596994,0.987169592183441,complementary
140392,0.117,-0.634,10.884,-0.009,-0.021,-0.103,0.117,-0.634,10.884,-0.009,-0.021,-0.103,-1.375502727451453,14.422682981361662,10.020927231124924,-0.022825460481370994,0.12400088727222569,0.0881415807381666,0.9880960682314708,complementary
140492,-0.302,-0.22,9.78,-0.084,0.194,0.076,-0.302,-0.22,9.78,-0.084,0.194,0.076,-1.8447257423700587,15.257316347334951,10.455741445009004,-0.027983139823498974,0.1307290256603824,0.09242694712436993,0.986703666346069,complementary
140692,-0.055,-0.555,9.692,-0.147,-0.206,0.124,-0.055,-0.555,9.692,-0.147,-0.206,0.124,-3.5249459585093175,12.644219940749242,11.87733264994661,-0.04179282795701876,0.10631227965931406,0.10615455321782057,0.9877663031082401,complementary
140792,-0.663,0.204,10.326,0.033,-0.025,0.068,-0.663,0.204,10.326,0.033,-0.025,0.068,-3.2467273532877443,12.324545668428316,12.266598955048517,-0.03946865695201891,0.10367818118763013,0.10920555588478015,0.9878092965891366,complementary
140892,0.041,-0.129,8.504,-0.094,0.046,0.043,0.041,-0.129,8.504,-0.094,0.046,0.043,-3.726014557733402,12.330346245663803,12.512518864265692,-0.0438266034052209,0.10317673041973732,0.11175854226489428,0.9873924343262308,complementary
140992,-0.022,-0.632,8.612,0.012,0.112,-0.03,-0.022,-0.632,8.612,0.012,0.112,-0.03,-3.667989278910652,12.71617689514582,12.34045670020445,-0.043519426568544385,0.10662533655405672,0.11029057153234105,0.9872046834101572,complementary
141092,-0.208,-0.393,7.839,0.201,0.047,-0.106,-0.208,-0.393,7.839,0.201,0.047,-0.106,-2.5223445516641414,12.756364586593786,11.732554400525034,-0.033110531846616637,0.10824633530245939,0.1039821039700389,0.9881164635954537,complementary
141392,0.237,-1.616,9.242,0.037,0.035,-0.051,0.237,-1.616,9.242,0.037,0.035,-0.051,-2.04662527060823,13.062161438233883,10.855496475468328,-0.02842097533686771,0.11153577362721839,0.09598383834362417,0.9887057813824617,complementary
141492,-1.788,-0.716,9.0,0.248,0.532,0.02,-1.788,-0.716,9.0,0.248,0.532,0.02,-0.7035253182250282,16.00974153053577,10.969996400676587,-0.019362394522919938,0.13803593338692938,0.0955030194111373,0.9856218098518794,complementary
141692,-0.014,-0.405,9.785,-0.027,0.035,-0.015,-0.014,-0.405,9.785,-0.027,0.035,-0.015,-1.0403508202020837,16.08460271879979,10.797947760389903,-0.022112589917508422,0.13843195855842175,0.09442577479132779,0.9856121951720551,complementary
141792,-0.268,-0.757,9.826,0.001,0.029,0.048,-0.268,-0.757,9.826,0.001,0.029,0.048,-1.102021491539806,15.956394375297613,11.072114176466856,-0.022868655295603384,0.13722371140959352,0.09686252567330433,0.9855274368337675,complementary
141892,-0.196,-0.302,9.783,-0.001,0.043,-0.026,-0.196,-0.302,9.783,-0.001,0.043,-0.026,-1.1209706160605855,15.902455538623807,10.922651250557731,-0.022808913728374805,0.13677352880925958,0.09560137328217741,0.9857145290083514,complementary
141992,0.086,-0.749,9.902,0.006,0.046,0.037,0.086,-0.749,9.902,0.006,0.046,0.037,-1.151531367772932,15.831548747893436,11.133641640661354,-0.0232649485563408,0.13609529712041696,0.09745476262771993,0.985616244545285,complementary
142092,-0.297,-0.476,9.838,0.008,0.047,-0.0,-0.297,-0.476,9.838,0.008,0.047,-0.0,-1.1388700571253472,15.813871614735126,11.133641640661354,-0.023141435656936264,0.13595397794492872,0.09744027301573585,0.9856400879790271,complementary
142192,-0.098,-0.4,9.852,0.006,0.049,0.009,-0.098,-0.4,9.852,0.006,0.049,0.009,-1.1289700102050328,15.783546472952729,11.185100832283364,-0.023092148548404384,0.13569112799801222,0.09787210973011634,0.9856346790748698,complementary
142292,-0.218,-0.582,9.864,0.006,0.042,0.012,-0.218,-0.582,9.864,0.006,0.042,0.012,-1.1401789114496335,15.72925419824086,11.253935041606645,-0.02322468609919067,0.13520050376212978,0.09847914580344129,0.9856385217613428,complementary
142392,-0.139,-0.385,9.843,0.0,0.046,-0.005,-0.139,-0.385,9.843,0.0,0.046,-0.005,-1.1621694817830395,15.689271808281969,11.225271128226312,-0.023346697254457604,0.13484344400486845,0.09825971474821413,0.9857064501127171,complementary
142492,-0.184,-0.539,9.833,0.008,0.048,0.021,-0.184,-0.539,9.833,0.008,0.048,0.021,-1.1568021217902786,15.666078985816618,11.345442692257189,-0.02342238852892286,0.1346239972097521,0.09928776506467772,0.9856316303768515,complementary
142592,-0.177,-0.457,9.819,0.008,0.064,-0.008,-0.177,-0.457,9.819,0.008,0.064,-0.008,-1.1420062481247073,15.732960697319278,11.299579010169307,-0.023297364336833944,0.1352215536417306,0.09887377413028076,0.985594410005915,complementary
142692,-0.201,-0.469,9.965,0.011,0.047,0.023,-0.201,-0.469,9.965,0.011,0.047,0.023,-1.111309182637304,15.705178086933886,11.431302937596291,-0.023165195528077987,0.134982470712521,0.09997142156780929,0.9855195691543628,complementary
142792,-0.153,-0.52,9.804,0.005,0.05,-0.007,-0.153,-0.52,9.804,0.005,0.05,-0.007,-1.1216838034046417,15.690068943295945,11.391140373427483,-0.02319432577004553,0.13485157782219942,0.09963874179320815,0.9855704928338725,complementary
142892,-0.175,-0.431,9.857,0.009,0.048,0.018,-0.175,-0.431,9.857,0.009,0.048,0.018,-1.0987847278596032,15.666089631124608,11.494265055705194,-0.0230982568112836,0.1346444560541348,0.10049958302181673,0.9855136603815327,complementary
142992,-0.151,-0.534,9.852,0.006,0.048,-0.002,-0.151,-0.534,9.852,0.006,0.048,-0.002,-1.1051798041939511,15.639682994936987,11.482811866655837,-0.02311726274401224,0.13441399134233395,0.10040954496618558,0.9855538515851535,complementary
143092,-0.156,-0.431,9.816,0.007,0.046,0.011,-0.156,-0.431,9.816,0.007,0.046,0.011,-1.094033306806295,15.603463764405642,11.545859853902984,-0.023064264295396368,0.13409949214745887,0.10094005115405885,0.9855437443316871,complementary
143192,-0.194,-0.469,9.867,0.007,0.048,0.006,-0.194,-0.469,9.867,0.007,0.048,0.006,-1.0873007186084431,15.583165086797187,11.580205323540609,-0.023029076068186653,0.1339238993131589,0.10122832348639733,0.9855388766417781,complementary
143292,-0.16,-0.488,9.852,0.007,0.047,0.003,-0.16,-0.488,9.852,0.007,0.047,0.003,-1.0829920868485738,15.553754347037648,11.597378591114177,-0.022986726674619068,0.13367124543680226,0.10137210575214223,0.9855593867015507,complementary
143392,-0.189,-0.443,9.869,0.007,0.047,0.014,-0.189,-0.443,9.869,0.007,0.047,0.014,-1.073393431976272,15.528691407501947,11.67764959703281,-0.02297603954967032,0.1334480577543898,0.10205225491550642,0.9855196876546168,complementary
143492,-0.134,-0.508,9.84,0.006,0.047,-0.003,-0.134,-0.508,9.84,0.006,0.047,-0.003,-1.0772361452525336,15.498393305351525,11.660409530209158,-0.022962733840575643,0.13318744667212304,0.1019096342279086,0.9855700093626333,complementary
143592,-0.184,-0.46,9.84,0.009,0.05,0.018,-0.184,-0.46,9.84,0.009,0.05,0.018,-1.058799554152025,15.489898256598769,11.76329275163933,-0.022916314945192917,0.13311023700476074,0.10277338527762339,0.9854918257359856,complementary
143692,-0.153,-0.481,9.857,0.005,0.048,-0.004,-0.153,-0.481,9.857,0.005,0.048,-0.004,-1.0654194018344239,15.467348979652945,11.740377412332425,-0.022926931631641508,0.13291490961200098,0.10258490692479828,0.9855375789283847,complementary
143792,-0.122,-0.481,9.802,0.003,0.054,0.018,-0.122,-0.481,9.802,0.003,0.054,0.018,-1.0834544911496198,15.475349402667037,11.843473571740162,-0.02320864725720765,0.13294676065411123,0.10349213288802625,0.9854318322209589,complementary
143892,-0.132,-0.503,9.821,0.007,0.048,-0.003,-0.132,-0.503,9.821,0.007,0.048,-0.003,-1.081103902978209,15.450812238997267,11.826280387334975,-0.02314689789268596,0.13274129098519527,0.10334252793338736,0.9854766829843649,complementary
143992,-0.22,-0.484,9.888,0.008,0.049,0.013,-0.22,-0.484,9.888,0.008,0.049,0.013,-1.0706419078868221,15.44209720579317,11.900685271624562,-0.023135399162468782,0.13266076274975566,0.10397062222078465,0.9854217295388148,complementary
144092,-0.148,-0.457,9.816,0.006,0.048,0.005,-0.148,-0.457,9.816,0.006,0.048,0.005,-1.0688562669604231,15.4199386336524,11.92932323028605,-0.02313352660707168,0.132466001822369,0.10421574183698812,0.9854220808675247,complementary
144192,-0.201,-0.474,9.878,0.007,0.047,0.006,-0.201,-0.474,9.878,0.007,0.047,0.006,-1.0630695960878844,15.398989310513114,11.963734269739708,-0.02310489053215228,0.13228413014249105,0.10450584602348845,0.985416460737721,complementary
144292,-0.127,-0.438,9.847,0.01,0.051,0.011,-0.127,-0.438,9.847,0.01,0.051,0.011,-1.0366525915949067,15.391826059880147,12.026691046640682,-0.02294399285039765,0.1322340171448896,0.10501704377743278,0.9853725987757396,complementary
144392,-0.211,-0.488,9.871,-0.002,0.041,0.002,-0.211,-0.488,9.871,-0.002,0.041,0.002,-1.0837498655287032,15.338826336980283,12.038158223917458,-0.02331472890736684,0.1317326344274911,0.10517216035937232,0.9854145082796941,complementary
144492,-0.156,-0.445,9.881,0.004,0.048,0.013,-0.156,-0.445,9.881,0.004,0.048,0.013,-1.091195026005732,15.319472941004925,12.11259631658679,-0.023446870397810664,0.13154412423997858,0.10582160748710501,0.985367025546994,complementary
144592,-0.211,-0.448,9.867,0.008,0.046,-0.0,-0.211,-0.448,9.867,0.008,0.046,-0.0,-1.0763192889211994,15.296500542281986,12.11259631658679,-0.02329824232610833,0.1313602656894034,0.10580549138649573,0.9853968086486709,complementary
144692,-0.172,-0.493,9.857,0.006,0.05,0.013,-0.172,-0.493,9.857,0.006,0.05,0.013,-1.0784191729739192,15.290793629306282,12.186949523665119,-0.023396349856297734,0.13129408536488923,0.1064474962806155,0.985334158799535,complementary
144792,-0.156,-0.436,9.845,0.008,0.046,0.002,-0.156,-0.436,9.845,0.008,0.046,0.002,-1.0626924448488444,15.261103570466984,12.19839528146866,-0.02324727033068886,0.13105100389759877,0.10652918511612876,0.9853612188015606,complementary
144892,-0.175,-0.474,9.855,0.006,0.05,0.011,-0.175,-0.474,9.855,0.006,0.05,0.011,-1.0627599208823677,15.257397285769137,12.261520203966619,-0.023316655017381897,0.13100623812858597,0.10707221389405641,0.98530667316426,complementary
144992,-0.144,-0.443,9.859,0.009,0.047,0.004,-0.144,-0.443,9.859,0.009,0.047,0.004,-1.0425154163425117,15.232373616986935,12.284395163195152,-0.02314584318657987,0.13080530993038733,0.1072468963780854,0.9853183972982875,complementary
145092,-0.206,-0.484,9.838,0.006,0.049,0.009,-0.206,-0.484,9.838,0.006,0.049,0.009,-1.0442379775549169,15.227272306926357,12.336045654755434,-0.023214922876825597,0.1307493718890728,0.10769320368391604,0.985275516282999,complementary
145192,-0.132,-0.484,9.843,0.007,0.047,0.005,-0.132,-0.484,9.843,0.007,0.047,0.005,-1.0403935465757328,15.201652307092266,12.364658068509428,-0.02319091737269107,0.13052685247572893,0.10793601480388687,0.985279015732319,complementary
145292,-0.211,-0.457,9.838,0.006,0.049,0.007,-0.211,-0.457,9.838,0.006,0.049,0.007,-1.039085657135797,15.197221352093484,12.40475360120172,-0.023221247514174537,0.13048185902595977,0.10827947414427092,0.9852465750298526,complementary
145392,-0.132,-0.5,9.867,0.006,0.048,0.008,-0.132,-0.5,9.867,0.006,0.048,0.008,-1.042658338361801,15.17785739616167,12.450547997850661,-0.023286145854867768,0.13030265260826465,0.10867817515310926,0.985224861836051,complementary
145492,-0.199,-0.433,9.881,0.007,0.048,0.005,-0.199,-0.433,9.881,0.007,0.048,0.005,-1.0326169602389133,15.167261859115154,12.479237251232817,-0.02322258542937941,0.1302152434105892,0.108913921243718,0.9852118856717134,complementary
145592,-0.144,-0.464,9.881,0.005,0.046,0.009,-0.144,-0.464,9.881,0.005,0.046,0.009,-1.0376522002954034,15.13891504562561,12.530809181957267,-0.02329800879578238,0.12995620298934213,0.10936437822797103,0.9851944076503651,complementary
145692,-0.187,-0.469,9.871,0.005,0.047,0.003,-0.187,-0.469,9.871,0.005,0.047,0.003,-1.0432422080959352,15.121507910902753,12.547983924851694,-0.023349270445833008,0.12979767179918722,0.10951919785702072,0.9851968946692395,complementary
